"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Amaya, Jacob",676070,"CWS","FF","4-Seam Fastball",-4.7,-4,"90",36.7,"25","0.048","0.048","0.067",20,32,32,"0.112","0.167","0.164",37.5
"Iglesias, Jose",578428,"SD","SI","Sinker",0.7,1,"91",20.1,"25","0.333","0.333","0.4",12.2,0,0,"0.317","0.379","0.367",42.9
"Ibáñez, Andy",628451,"DET","FF","4-Seam Fastball",0.4,0,"106",30.4,"25","0.25","0.45","0.35",18.2,16,12.1,"0.295","0.482","0.382",41.2
"Dunn, Blake",694362,"CIN","FF","4-Seam Fastball",2,2,"97",30.5,"25","0.167","0.389","0.362",38.1,36,31,"0.202","0.382","0.374",33.3
"Raleigh, Cal",663728,"SEA","CU","Curveball",-0.5,-1,"102",9.8,"25","0.182","0.364","0.286",40.5,40,32.3,"0.153","0.32","0.258",50
"Rojas, Josh",668942,"CWS","FF","4-Seam Fastball",-0.2,0,"106",39.3,"25","0.222","0.278","0.354",32.4,24,30,"0.217","0.27","0.348",41.7
"Flores, Wilmer",527038,"SF","CH","Changeup",0.7,1,"115",12.5,"25","0.273","0.409","0.38",25.4,8,5.1,"0.329","0.492","0.394",30
"Vaughn, Andrew",683734,"CWS","SL","Slider",-1.2,-2,"134",17.7,"25","0.2","0.36","0.238",38.9,28,18.9,"0.277","0.479","0.32",50
"Paris, Kyren",677347,"LAA","SL","Slider",0.6,1,"100",18.3,"25","0.174","0.391","0.272",60.4,48,34.3,"0.166","0.345","0.255",45.5
"Heyward, Jason",518792,"SD","FF","4-Seam Fastball",-3.4,-3,"99",28.5,"25","0.167","0.292","0.225",12.5,8,10.5,"0.22","0.381","0.274",40.9
"Hedges, Austin",595978,"CLE","FF","4-Seam Fastball",-2.9,-3,"86",36.9,"24","0.095","0.238","0.208",22.4,25,31.6,"0.099","0.15","0.18",26.7
"Wells, Austin",669224,"NYY","SI","Sinker",-1.1,-1,"94",12.6,"24","0.19","0.333","0.283",14.9,8.3,8.7,"0.201","0.376","0.301",52.6
"Nimmo, Brandon",607043,"NYM","CU","Curveball",-2.7,-3,"99",11.6,"24","0.13","0.13","0.142",28.6,37.5,22.5,"0.173","0.274","0.213",50
"Larnach, Trevor",663616,"MIN","SL","Slider",-0.8,-1,"110",12.6,"24","0.227","0.273","0.298",53.6,45.8,30.6,"0.157","0.18","0.195",45.5
"Yelich, Christian",592885,"MIL","CU","Curveball",2.2,2,"93",9.8,"24","0.174","0.565","0.288",37.8,45.8,25.6,"0.193","0.49","0.277",38.5
"Contreras, William",661388,"MIL","CH","Changeup",-0.5,0,"87",9.6,"24","0.143","0.143","0.217",25,20.8,14.3,"0.181","0.244","0.243",17.6
"Frazier, Adam",624428,"PIT","SI","Sinker",0.2,0,"101",13.9,"24","0.333","0.381","0.365",16.3,8.3,8.3,"0.252","0.336","0.308",31.6
"Conine, Griffin",665052,"MIA","FF","4-Seam Fastball",3.5,4,"109",38.9,"24","0.364","0.682","0.463",36.2,25,21.4,"0.349","0.685","0.458",62.5
"Rojas, Miguel",500743,"LAD","FF","4-Seam Fastball",-4,-4,"104",32.1,"24","0.136","0.182","0.185",9.6,16.7,12.1,"0.199","0.226","0.229",16.7
"Ohtani, Shohei",660271,"LAD","SI","Sinker",3.8,4,"114",11.2,"24","0.333","0.952","0.548",18.6,25,28.6,"0.326","0.902","0.53",53.3
"Bell, Josh",605137,"WSH","CH","Changeup",-3.3,-4,"111",15.2,"24","0.083","0.125","0.09",42.9,41.7,27.8,"0.167","0.282","0.191",21.4
"Schanuel, Nolan",694384,"LAA","CH","Changeup",-1,-1,"105",12.1,"24","0.167","0.167","0.15",21.7,12.5,8.8,"0.208","0.242","0.195",14.3
"Rodríguez, Julio",677594,"SEA","CH","Changeup",-2,-2,"93",11,"24","0.182","0.182","0.208",37.5,25,17.6,"0.207","0.238","0.238",18.8
"Raleigh, Cal",663728,"SEA","SI","Sinker",5.2,5,"92",8.9,"24","0.35","0.95","0.56",16.7,20.8,17.2,"0.362","0.935","0.564",66.7
"Renfroe, Hunter",592669,"KC","FF","4-Seam Fastball",-2.3,-2,"108",27.6,"24","0.19","0.19","0.238",19,25,24,"0.159","0.249","0.241",20
"Rodríguez, Julio",677594,"SEA","ST","Sweeper",2.2,2,"87",10.2,"24","0.227","0.5","0.338",30.2,8.3,5.9,"0.328","0.762","0.473",40
"Meidroth, Chase",805367,"CWS","SL","Slider",-1.6,-1,"87",15.2,"24","0.19","0.19","0.238",15.6,8.3,7.4,"0.216","0.253","0.267",26.3
"Meidroth, Chase",805367,"CWS","SI","Sinker",0.5,1,"128",22.3,"24","0.409","0.455","0.41",8.1,0,0,"0.421","0.481","0.421",50
"Santana, Carlos",467793,"CLE","CH","Changeup",-1.2,-1,"107",11.6,"24","0.182","0.227","0.223",36.4,29.2,25.9,"0.121","0.158","0.17",40
"Vivas, Jorbit",678391,"NYY","FF","4-Seam Fastball",0.1,0,"86",46,"24","0.2","0.35","0.35",26.2,25,19.4,"0.238","0.329","0.321",35.7
"Friedl, TJ",670770,"CIN","CH","Changeup",2.7,3,"100",10.7,"24","0.381","0.524","0.431",23.3,25,18.2,"0.3","0.379","0.344",40
"Rortvedt, Ben",666163,"TB","FF","4-Seam Fastball",-2.7,-3,"119",41.3,"24","0.048","0.048","0.163",23.5,20.8,15.6,"0.141","0.165","0.204",25
"Misner, Kameron",670224,"TB","CH","Changeup",-1.2,-1,"116",15.9,"24","0.174","0.217","0.202",38.1,37.5,18,"0.162","0.194","0.156",33.3
"Mead, Curtis",678554,"TB","FF","4-Seam Fastball",-3.1,-3,"105",30.6,"24","0.182","0.227","0.223",19.2,25,17.6,"0.283","0.356","0.312",37.5
"Rooker, Brent",667670,"ATH","CH","Changeup",2.5,2,"101",10.9,"24","0.211","0.474","0.408",41.2,12.5,12,"0.279","0.513","0.411",37.5
"Devers, Rafael",646240,"BOS","CH","Changeup",-2.3,-2,"98",8.5,"24","0.095","0.143","0.177",31.7,20.8,17.2,"0.213","0.452","0.332",56.3
"Smith, Josh",669701,"TEX","SL","Slider",0.4,0,"101",14.2,"24","0.261","0.478","0.329",27.7,29.2,20.6,"0.239","0.37","0.28",37.5
"Rivera, Emmanuel",656896,"BAL","FF","4-Seam Fastball",-0.7,-1,"99",36.5,"24","0.273","0.273","0.321",18.2,8.3,6.3,"0.287","0.415","0.336",40
"Butler, Lawrence",671732,"ATH","SL","Slider",0.8,1,"121",13.2,"24","0.261","0.565","0.358",40,29.2,17.9,"0.228","0.588","0.354",50
"Holliday, Jackson",702616,"BAL","CH","Changeup",0.7,1,"97",13.4,"24","0.273","0.409","0.327",31,25,21.4,"0.21","0.307","0.262",43.8
"Santander, Anthony",623993,"TOR","SL","Slider",-2.1,-2,"91",10.4,"24","0.143","0.286","0.246",26.9,25,18.8,"0.172","0.268","0.252",33.3
"Perdomo, Geraldo",672695,"AZ","CU","Curveball",0.3,0,"112",11.2,"24","0.235","0.294","0.34",9.7,0,0,"0.314","0.362","0.385",11.1
"Giménez, Andrés",665926,"TOR","SL","Slider",-1.7,-2,"88",16,"24","0.2","0.2","0.287",22.2,12.5,11.5,"0.249","0.373","0.365",38.9
"Lowe, Nathaniel",663993,"WSH","CU","Curveball",4.3,4,"88",8.6,"24","0.273","0.591","0.39",36.1,50,29.3,"0.22","0.498","0.333",60
"Wells, Austin",669224,"NYY","SL","Slider",-1.2,-1,"108",14.5,"24","0.143","0.429","0.26",38.9,37.5,27.3,"0.174","0.264","0.225",38.5
"Lockridge, Brandon",663604,"SD","FF","4-Seam Fastball",0.7,1,"99",40.6,"23","0.222","0.333","0.305",27.3,17.4,12.9,"0.221","0.253","0.277",31.3
"Santana, Carlos",467793,"CLE","SL","Slider",2.2,2,"97",10.5,"23","0.222","0.444","0.372",45,39.1,34.6,"0.186","0.365","0.333",55.6
"Rodgers, Brendan",663898,"HOU","FF","4-Seam Fastball",-1.2,-1,"93",22.1,"23","0.211","0.211","0.278",40,52.2,31.6,"0.199","0.416","0.335",57.1
"Ruiz, Keibert",660688,"WSH","CU","Curveball",-1.9,-2,"94",14.7,"23","0.174","0.217","0.211",28.6,21.7,25,"0.272","0.314","0.254",16.7
"Morel, Christopher",666624,"TB","SL","Slider",-2.7,-3,"113",20.9,"23","0.136","0.182","0.163",46.7,43.5,30.3,"0.125","0.218","0.169",25
"Díaz, Elias",553869,"SD","SL","Slider",-2.1,-2,"94",19.7,"23","0.174","0.304","0.211",41.7,26.1,18.8,"0.139","0.171","0.133",17.6
"Buxton, Byron",621439,"MIN","SL","Slider",-0.1,0,"115",17.1,"23","0.217","0.348","0.243",54.5,43.5,28.6,"0.227","0.457","0.286",61.5
"Edman, Tommy",669242,"LAD","CH","Changeup",0.2,0,"101",17.5,"23","0.136","0.364","0.277",22.2,17.4,12.9,"0.233","0.417","0.293",27.8
"Tatis Jr., Fernando",665487,"SD","CH","Changeup",-1.8,-2,"91",10.2,"23","0.05","0.05","0.17",51.1,26.1,20.7,"0.235","0.379","0.32",71.4
"Conforto, Michael",624424,"LAD","SL","Slider",0.6,1,"111",13.5,"23","0.25","0.45","0.35",30,30.4,14.9,"0.244","0.469","0.354",53.8
"Rafaela, Ceddanne",678882,"BOS","SI","Sinker",-3,-3,"109",15.4,"23","0.143","0.143","0.217",16.4,8.7,9.5,"0.23","0.373","0.296",47.4
"Laureano, Ramón",657656,"BAL","SI","Sinker",-1.3,-1,"92",21.6,"23","0.318","0.409","0.343",12.2,4.3,5.3,"0.302","0.473","0.318",40.9
"Henderson, Gunnar",683002,"BAL","SL","Slider",-1.7,-2,"112",13.1,"23","0.143","0.238","0.209",27.5,26.1,17.1,"0.235","0.271","0.263",46.7
"Rutschman, Adley",668939,"BAL","CH","Changeup",-1,-1,"111",12.8,"23","0.143","0.286","0.226",19.1,30.4,19.4,"0.224","0.463","0.324",42.9
"Rutschman, Adley",668939,"BAL","SI","Sinker",0,0,"88",10.1,"23","0.25","0.4","0.335",6.1,17.4,25,"0.221","0.372","0.312",37.5
"Pham, Tommy",502054,"PIT","SL","Slider",-1.1,-1,"126",20.3,"23","0.238","0.286","0.272",36.2,30.4,15.9,"0.138","0.162","0.18",21.4
"Alvarez, Francisco",682626,"NYM","FF","4-Seam Fastball",-1.7,-2,"90",27.8,"23","0.227","0.273","0.241",42.9,52.2,40,"0.191","0.413","0.271",60
"Urías, Ramón",602104,"BAL","SL","Slider",0,0,"109",19.8,"23","0.3","0.4","0.309",38.9,26.1,17.6,"0.234","0.274","0.223",12.5
"Reynolds, Bryan",668804,"PIT","CU","Curveball",-0.4,0,"92",9.4,"23","0.13","0.261","0.204",48.8,47.8,40.7,"0.155","0.309","0.194",25
"Holliday, Jackson",702616,"BAL","SL","Slider",0.1,0,"84",11.6,"23","0.261","0.435","0.298",26.7,30.4,21.2,"0.273","0.507","0.328",50
"Acuña, Luisangel",682668,"NYM","SL","Slider",0.8,1,"90",18.5,"23","0.273","0.409","0.325",24.5,21.7,14.7,"0.23","0.28","0.244",11.8
"Mitchell, Garrett",669003,"MIL","FF","4-Seam Fastball",-1.3,-1,"90",29.7,"23","0.238","0.333","0.257",27.3,30.4,24.1,"0.298","0.471","0.33",60
"Sosa, Edmundo",624641,"PHI","FF","4-Seam Fastball",1.2,1,"100",31.5,"23","0.412","0.529","0.445",21.6,13,12,"0.391","0.501","0.427",50
"Kepler, Max",596146,"PHI","SI","Sinker",-0.5,0,"89",11.9,"23","0.286","0.429","0.341",17.5,17.4,20,"0.288","0.355","0.315",41.2
"Vargas, Miguel",678246,"CWS","ST","Sweeper",0.7,1,"93",9.9,"23","0.304","0.478","0.337",15.9,13,7.9,"0.198","0.28","0.206",25
"Toglia, Michael",669911,"COL","SL","Slider",0.6,1,"104",12.6,"23","0.182","0.636","0.346",42.6,52.2,30,"0.166","0.522","0.3",70
"Fitzgerald, Tyler",666149,"SF","SI","Sinker",3.1,3,"89",18.4,"23","0.476","0.762","0.546",10.2,4.3,4.8,"0.36","0.499","0.398",50
"Goodman, Hunter",696100,"COL","SI","Sinker",2.2,2,"104",12.7,"23","0.368","0.684","0.459",18,8.7,16.7,"0.371","0.583","0.431",50
"Arias, Gabriel",672356,"CLE","ST","Sweeper",-2.1,-2,"84",11.8,"23","0.174","0.261","0.187",46.7,34.8,24.2,"0.148","0.28","0.179",13.3
"Vaughn, Andrew",683734,"CWS","FC","Cutter",-3.2,-3,"88",11.6,"22","0.19","0.333","0.243",13.5,18.2,21.1,"0.258","0.461","0.322",47.1
"Olson, Matt",621566,"ATL","CU","Curveball",-2.8,-3,"104",9.6,"22","0","0","0.127",24.3,31.8,17.5,"0.184","0.387","0.325",45.5
"Wood, James",695578,"WSH","CU","Curveball",1.9,2,"122",11.3,"22","0.25","0.5","0.35",51.4,50,28.2,"0.115","0.288","0.216",33.3
"Frazier, Adam",624428,"PIT","FC","Cutter",-1.1,-1,"106",14.6,"22","0.238","0.333","0.277",21.8,9.1,11.1,"0.175","0.214","0.16",10
"O'Hearn, Ryan",656811,"BAL","CH","Changeup",-0.6,-1,"99",13.1,"22","0.19","0.238","0.211",27.9,18.2,12.5,"0.192","0.246","0.214",35.3
"Lee, Jung Hoo",808982,"SF","CU","Curveball",2.7,3,"95",10.5,"22","0.25","0.6","0.393",8.3,4.5,3.6,"0.304","0.511","0.364",40
"Sheets, Gavin",657757,"SD","CH","Changeup",-0.7,-1,"99",12.9,"22","0.095","0.238","0.171",34.1,18.2,17.4,"0.246","0.454","0.316",52.9
"Santander, Anthony",623993,"TOR","SI","Sinker",1.4,1,"91",10.4,"22","0.263","0.421","0.35",15.6,22.7,22.7,"0.26","0.473","0.363",50
"Edwards, Xavier",669364,"MIA","SI","Sinker",-2.6,-2,"88",12.4,"22","0.143","0.143","0.195",13.5,22.7,25,"0.22","0.253","0.227",31.3
"Turner, Trea",607208,"PHI","CH","Changeup",-1.4,-1,"92",9.6,"22","0.238","0.238","0.236",23.8,4.5,3.1,"0.249","0.342","0.274",50
"García Jr., Luis",671277,"WSH","SL","Slider",1,1,"91",13.4,"22","0.286","0.476","0.311",37.7,27.3,21.4,"0.336","0.569","0.38",62.5
"Mullins, Cedric",656775,"BAL","SL","Slider",1.8,2,"95",10.5,"22","0.25","0.55","0.368",18.8,22.7,13.5,"0.276","0.522","0.371",60
"Paris, Kyren",677347,"LAA","SI","Sinker",-1.9,-2,"89",16.3,"22","0.158","0.368","0.284",31.3,27.3,46.2,"0.268","0.661","0.429",46.2
"Arozarena, Randy",668227,"SEA","ST","Sweeper",1,1,"94",9.3,"22","0.211","0.368","0.309",32.4,31.8,20.6,"0.246","0.441","0.348",58.3
"Caballero, José",676609,"TB","SL","Slider",2.3,2,"109",17.3,"22","0.364","0.5","0.375",23.6,22.7,13.2,"0.289","0.384","0.291",35.3
"Keirsey Jr., DaShawn",680577,"MIN","FF","4-Seam Fastball",-4.1,-4,"93",35.2,"22","0.095","0.095","0.114",18.8,31.8,25,"0.118","0.145","0.141",35.7
"Jeffers, Ryan",680777,"MIN","SL","Slider",2.3,3,"112",15.3,"22","0.368","0.579","0.445",31.8,13.6,9.7,"0.397","0.655","0.482",50
"Grichuk, Randal",545341,"AZ","FF","4-Seam Fastball",0.7,1,"86",29.7,"22","0.333","0.5","0.42",10.3,13.6,14.3,"0.322","0.522","0.419",53.3
"Hernández, Teoscar",606192,"LAD","SI","Sinker",1.1,1,"101",15.1,"22","0.333","0.667","0.434",11.1,4.5,7.1,"0.401","0.604","0.446",45
"Swanson, Dansby",621020,"CHC","FC","Cutter",2.2,2,"87",9.2,"21","0.421","0.684","0.495",32.6,23.8,35.7,"0.353","0.621","0.441",35.7
"Springer, George",543807,"TOR","CH","Changeup",0.4,0,"89",10.7,"21","0.067","0.267","0.229",34.4,42.9,25,"0.123","0.296","0.263",25
"Massey, Michael",686681,"KC","SL","Slider",-2.7,-2,"88",12.2,"21","0.19","0.19","0.171",22,28.6,23.1,"0.218","0.302","0.224",26.7
"Castellanos, Nick",592206,"PHI","ST","Sweeper",-0.2,0,"100",11.4,"21","0.158","0.263","0.238",36.4,14.3,6.5,"0.163","0.202","0.186",5.9
"Suárez, Eugenio",553993,"AZ","ST","Sweeper",1.3,1,"96",10.1,"21","0.294","0.588","0.4",24.4,19,9.5,"0.281","0.486","0.371",42.9
"Lee, Jung Hoo",808982,"SF","SL","Slider",1.3,1,"96",10.6,"21","0.211","0.421","0.307",21.1,14.3,7.9,"0.262","0.479","0.351",31.3
"Muncy, Max",571970,"LAD","CU","Curveball",-1.8,-2,"116",13.1,"21","0.158","0.211","0.179",28,33.3,14.9,"0.176","0.212","0.192",30.8
"McMahon, Ryan",641857,"COL","CH","Changeup",-1.7,-2,"93",9.8,"21","0.105","0.263","0.205",44.4,42.9,26.5,"0.206","0.447","0.315",40
"Amaya, Miguel",665804,"CHC","FF","4-Seam Fastball",4.3,5,"111",29.4,"21","0.412","0.882","0.538",10.9,9.5,5.9,"0.326","0.619","0.455",37.5
"Grisham, Trent",663757,"NYY","SL","Slider",-0.2,0,"125",16.6,"21","0.111","0.111","0.186",32.4,52.4,25,"0.132","0.15","0.206",42.9
"Pederson, Joc",592626,"TEX","SI","Sinker",-1.1,-1,"89",15.1,"21","0.133","0.2","0.302",13.8,23.8,22.7,"0.15","0.241","0.319",70
"Neto, Zach",687263,"LAA","ST","Sweeper",0.3,0,"96",13.9,"21","0.25","0.55","0.352",36.1,38.1,25.8,"0.25","0.554","0.353",41.7
"Herrera, Iván",671056,"STL","SI","Sinker",2.5,2,"93",22.2,"21","0.368","0.579","0.479",18.2,9.5,11.1,"0.345","0.514","0.401",47.1
"Albies, Ozzie",645277,"ATL","CU","Curveball",-2.3,-2,"101",11.7,"21","0.048","0.095","0.093",19.1,28.6,18.2,"0.124","0.155","0.155",6.7
"Torkelson, Spencer",679529,"DET","ST","Sweeper",-2,-2,"102",10.8,"21","0.1","0.3","0.188",30,38.1,18.6,"0.119","0.262","0.186",16.7
"Moreno, Gabriel",672515,"AZ","SL","Slider",-0.2,0,"99",14.6,"21","0.3","0.35","0.307",18.4,23.8,15.2,"0.263","0.311","0.271",20
"Naylor, Josh",647304,"AZ","CU","Curveball",1.2,1,"88",11.2,"21","0.316","0.474","0.34",23.3,0,0,"0.449","0.713","0.513",45
"Allen, Nick",669397,"ATL","SL","Slider",1,1,"95",15.4,"20","0.333","0.333","0.34",25.6,30,18.8,"0.286","0.318","0.308",8.3
"Busch, Michael",683737,"CHC","CH","Changeup",2.4,2,"97",11.8,"20","0.368","0.684","0.458",48.9,30,19.4,"0.274","0.663","0.404",46.2
"Keith, Colt",690993,"DET","SL","Slider",3.7,3,"91",14,"20","0.313","0.688","0.52",25,20,12.1,"0.313","0.723","0.485",33.3
"Jones, Nolan",666134,"CLE","CH","Changeup",-1.4,-1,"84",13.2,"20","0.263","0.263","0.26",31.1,20,12.5,"0.275","0.37","0.301",46.7
"Adames, Willy",642715,"SF","CH","Changeup",-1.4,-1,"88",8.8,"20","0.118","0.118","0.195",52.2,50,27,"0.11","0.121","0.191",14.3
"Schwarber, Kyle",656941,"PHI","CU","Curveball",2.1,2,"100",9.1,"20","0.158","0.474","0.28",42.9,45,23.1,"0.218","0.535","0.33",60
"Trout, Mike",545361,"LAA","SI","Sinker",-2.7,-2,"85",15.8,"20","0.158","0.316","0.225",3.3,25,41.7,"0.246","0.323","0.268",35.7
"Busch, Michael",683737,"CHC","SI","Sinker",-3,-3,"87",10.6,"20","0.167","0.167","0.205",14.3,20,14.3,"0.17","0.23","0.225",28.6
"Schneemann, Daniel",682177,"CLE","CH","Changeup",-1.4,-1,"84",15.3,"20","0.111","0.111","0.205",33.3,30,25,"0.18","0.297","0.253",33.3
"Winn, Masyn",691026,"STL","CH","Changeup",-3.8,-3,"86",10.2,"20","0.15","0.15","0.135",17.9,20,12.9,"0.191","0.229","0.18",12.5
"Adell, Jo",666176,"LAA","SL","Slider",5.3,5,"87",14.7,"20","0.35","0.8","0.523",35,25,15.6,"0.318","0.655","0.411",46.7
"Bellinger, Cody",641355,"NYY","CH","Changeup",2.6,3,"97",10.7,"20","0.389","0.389","0.43",23.1,20,13.3,"0.209","0.248","0.249",28.6
"Guerrero Jr., Vladimir",665489,"TOR","CH","Changeup",1,1,"93",9.7,"20","0.278","0.444","0.35",22.5,15,9.4,"0.336","0.456","0.378",46.7
"Bellinger, Cody",641355,"NYY","FC","Cutter",-1,-1,"93",10.3,"20","0.176","0.294","0.275",22.7,20,19,"0.173","0.31","0.277",46.2
"Smith, Pavin",656976,"AZ","CU","Curveball",0.9,1,"132",18.2,"20","0.25","0.313","0.338",42.5,35,14.9,"0.268","0.326","0.346",44.4
"India, Jonathan",663697,"KC","FC","Cutter",-0.3,0,"90",9.5,"19","0.222","0.278","0.245",11.4,5.3,5.3,"0.317","0.414","0.336",47.1
"Julien, Edouard",666397,"MIN","FF","4-Seam Fastball",0.2,0,"97",21.8,"19","0.235","0.471","0.339",14.6,31.6,20,"0.271","0.494","0.364",36.4
"Muncy, Max",571970,"LAD","SI","Sinker",2.7,2,"92",10.4,"19","0.353","0.647","0.453",12.5,5.3,4.3,"0.353","0.799","0.502",62.5
"Mervis, Matt",670223,"MIA","CH","Changeup",1.7,2,"90",16.8,"19","0.211","0.579","0.371",52.8,36.8,22.6,"0.161","0.354","0.216",25
"Simon, Ronny",682927,"MIA","FF","4-Seam Fastball",0,0,"97",44.3,"19","0.357","0.429","0.403",17.1,10.5,6.7,"0.351","0.723","0.492",53.8
"Cruz, Oneil",665833,"PIT","CH","Changeup",0.3,0,"109",12.7,"19","0.133","0.333","0.311",22,15.8,13,"0.254","0.484","0.433",61.5
"Crawford, J.P.",641487,"SEA","FC","Cutter",-0.6,-1,"86",8.8,"19","0.333","0.333","0.321",16.1,31.6,33.3,"0.203","0.231","0.219",25
"Rivas, Leo",660844,"SEA","FF","4-Seam Fastball",0.7,1,"119",34.1,"19","0.333","0.333","0.384",15.4,21.1,10.8,"0.243","0.321","0.338",36.4
"Naylor, Bo",666310,"CLE","SL","Slider",-1.2,-1,"85",13.3,"18","0.188","0.25","0.247",42.1,44.4,33.3,"0.124","0.144","0.181",12.5
"Muncy, Max",571970,"LAD","FC","Cutter",-1.8,-2,"89",10,"18","0.2","0.2","0.267",12.5,0,0,"0.191","0.242","0.273",53.3
"Busch, Michael",683737,"CHC","CU","Curveball",1.1,1,"102",12.5,"18","0.267","0.6","0.417",25,22.2,11.4,"0.218","0.541","0.381",36.4
"Hoskins, Rhys",656555,"MIL","ST","Sweeper",-2.3,-2,"104",11.9,"18","0.059","0.059","0.089",37.8,44.4,22.2,"0.132","0.214","0.178",22.2
"Ohtani, Shohei",660271,"LAD","FC","Cutter",3.4,3,"87",8.5,"18","0.4","0.8","0.539",20.5,5.6,5.9,"0.371","0.72","0.498",71.4
"Tellez, Rowdy",642133,"SEA","CH","Changeup",-2.2,-2,"86",16.3,"18","0.059","0.059","0.089",39.4,22.2,16,"0.172","0.22","0.197",23.1
"Peraza, Oswald",672724,"NYY","FF","4-Seam Fastball",-0.3,0,"104",31.3,"18","0.182","0.182","0.394",38.8,16.7,11.5,"0.355","0.581","0.525",37.5
"Moniak, Mickey",666160,"COL","SL","Slider",-4,-4,"88",16.4,"18","0.056","0.111","0.069",41.3,44.4,32,"0.16","0.204","0.157",30
"Malloy, Justyn-Henry",669234,"DET","SL","Slider",-1.2,-1,"91",18.8,"18","0.067","0.267","0.228",40,44.4,25.8,"0.173","0.494","0.345",28.6
"Dezenzo, Zach",701305,"HOU","SL","Slider",-1.3,-1,"100",21.3,"18","0.125","0.125","0.178",50,44.4,24.2,"0.17","0.317","0.261",50
"Smith, Pavin",656976,"AZ","SL","Slider",-2.1,-2,"93",12.8,"18","0.125","0.188","0.197",45.7,33.3,23.1,"0.167","0.22","0.226",30
"Dingler, Dillon",693307,"DET","ST","Sweeper",-3.9,-3,"87",14.5,"18","0.056","0.056","0.05",59.5,55.6,33.3,"0.127","0.145","0.119",12.5
"Frelick, Sal",686217,"MIL","FC","Cutter",-2.2,-2,"87",10.3,"17","0.133","0.133","0.188",11.4,11.8,14.3,"0.215","0.247","0.261",38.5
"Torres, Gleyber",650402,"DET","FC","Cutter",-0.1,0,"95",12,"17","0.286","0.286","0.335",16.1,5.9,6.3,"0.3","0.417","0.38",23.1
"Judge, Aaron",592450,"NYY","ST","Sweeper",3.9,3,"89",9.4,"17","0.462","0.846","0.547",44.1,23.5,12.9,"0.353","0.656","0.45",30
"Buxton, Byron",621439,"MIN","CH","Changeup",-0.3,0,"90",13.4,"17","0.176","0.235","0.179",41,41.2,17.9,"0.233","0.331","0.241",60
"Ramírez, José",608070,"CLE","CU","Curveball",3.5,3,"86",9.7,"17","0.286","0.5","0.359",10,5.9,4.2,"0.309","0.56","0.386",42.9
"Misner, Kameron",670224,"TB","SL","Slider",0.1,0,"86",11.8,"17","0.294","0.529","0.35",46.3,41.2,24.1,"0.27","0.44","0.304",10
"Kwan, Steven",680757,"CLE","CU","Curveball",1.7,1,"84",8.6,"17","0.4","0.4","0.4",10.3,11.8,8.7,"0.264","0.34","0.313",46.2
"Schwarber, Kyle",656941,"PHI","FC","Cutter",3.4,3,"89",8.1,"17","0.533","0.733","0.568",22.5,11.8,11.1,"0.369","0.584","0.441",53.8
"Wade Jr., LaMonte",664774,"SF","SI","Sinker",-3.9,-3,"86",12,"16","0","0","0.093",11.1,25,19,"0.141","0.173","0.212",10
"Murphy, Sean",669221,"ATL","SL","Slider",3.7,4,"96",17.1,"16","0.267","0.733","0.428",36.8,37.5,15.4,"0.291","0.651","0.413",55.6
"Freeman, Freddie",518692,"LAD","CH","Changeup",0.9,1,"96",13.3,"16","0.333","0.467","0.369",38.1,25,14.3,"0.274","0.429","0.324",9.1
"Donovan, Brendan",680977,"STL","CU","Curveball",-1.8,-2,"87",9.9,"16","0.188","0.25","0.191",18.4,12.5,8.3,"0.282","0.424","0.302",28.6
"Rooker, Brent",667670,"ATH","FC","Cutter",2,2,"90",9.8,"16","0.333","0.733","0.463",29.3,6.3,5.9,"0.341","0.881","0.52",42.9
"Larnach, Trevor",663616,"MIN","CU","Curveball",0.1,0,"88",10.1,"16","0.2","0.267","0.291",45.9,43.8,24.1,"0.155","0.18","0.18",50
"Ward, Taylor",621493,"LAA","FC","Cutter",-3.3,-3,"85",8.8,"15","0.143","0.143","0.167",9.7,13.3,15.4,"0.209","0.267","0.237",16.7
"Melendez, MJ",669004,"KC","FF","4-Seam Fastball",-0.8,-1,"88",38.9,"15","0.143","0.429","0.263",45,33.3,16.1,"0.139","0.422","0.261",55.6
"Stott, Bryson",681082,"PHI","CU","Curveball",1.9,2,"90",9.3,"14","0.385","0.385","0.371",13.8,7.1,3.1,"0.203","0.278","0.244",50
"Rutschman, Adley",668939,"BAL","CU","Curveball",-1,-1,"93",10.7,"14","0.143","0.286","0.179",20,28.6,13.3,"0.255","0.49","0.315",60
"Manzardo, Kyle",700932,"CLE","CU","Curveball",-1.1,-1,"109",13.7,"14","0.083","0.083","0.164",24.1,42.9,16.7,"0.185","0.321","0.286",16.7
"Conforto, Michael",624424,"LAD","CU","Curveball",-1.2,-1,"87",10.6,"14","0.083","0.083","0.164",43.8,57.1,26.7,"0.096","0.172","0.197",50
"Santander, Anthony",623993,"TOR","FC","Cutter",0.5,0,"90",10.3,"13","0.308","0.769","0.446",17.4,30.8,23.5,"0.208","0.522","0.304",33.3
"Turang, Brice",668930,"MIL","CU","Curveball",1.2,1,"88",8.6,"12","0.25","0.25","0.225",21.1,41.7,14.3,"0.151","0.215","0.155",28.6
